table_name,field_name,language,translation,record_id,record_sub_id,field_value,station_sid,course_sid
stops,stop_name,ko,구니쿠사,5920 2,,,bcf05dd6-bd63-4719-9ac5-6c4973dfaaf6,
stops,stop_name,zh-cn,国草,5920 2,,,bcf05dd6-bd63-4719-9ac5-6c4973dfaaf6,
stops,stop_name,zh-tw,國草,5920 2,,,bcf05dd6-bd63-4719-9ac5-6c4973dfaaf6,
stops,stop_name,ja,山崎橋,5930 1,,,96b1984d-ffa3-4fe8-82c1-e34eb770c696,
stops,stop_name,ja-Hrkt,やまさきばし,5930 1,,,96b1984d-ffa3-4fe8-82c1-e34eb770c696,
stops,stop_name,en,Yamasakibashi,5930 1,,,96b1984d-ffa3-4fe8-82c1-e34eb770c696,
stops,stop_name,ko,야마사키바시,5930 1,,,96b1984d-ffa3-4fe8-82c1-e34eb770c696,
stops,stop_name,zh-cn,山崎桥,5930 1,,,96b1984d-ffa3-4fe8-82c1-e34eb770c696,
stops,stop_name,zh-tw,山崎橋,5930 1,,,96b1984d-ffa3-4fe8-82c1-e34eb770c696,
stops,stop_name,ja,山崎橋,5930 2,,,9b0d8a61-ce22-46c5-9b99-a869b84e0bf9,
stops,stop_name,ja-Hrkt,やまさきばし,5930 2,,,9b0d8a61-ce22-46c5-9b99-a869b84e0bf9,
stops,stop_name,en,Yamasakibashi,5930 2,,,9b0d8a61-ce22-46c5-9b99-a869b84e0bf9,
stops,stop_name,ko,야마사키바시,5930 2,,,9b0d8a61-ce22-46c5-9b99-a869b84e0bf9,
stops,stop_name,zh-cn,山崎桥,5930 2,,,9b0d8a61-ce22-46c5-9b99-a869b84e0bf9,
