trans_id,lang,translation
ナタリーマリナタウン,ja-Hrkt,なたりーまりなたうん
ナタリーマリナタウン,en,Natalie Marina Town
ナタリーマリナタウン,ko,나탈리 마리나 타운
ナタリーマリナタウン,zh-cn,NATALIE MARINA TOWN
ナタリーマリナタウン,zh-tw,NATALIE MARINA TOWN
広電阿品駅,ja,広電阿品駅
広電阿品駅,ja-Hrkt,ひろでんあじなえき
広電阿品駅,en,Hiroden-ajina Sta.
広電阿品駅,ko,히로덴 아지나 역
広電阿品駅,zh-cn,广电阿品站
広電阿品駅,zh-tw,廣電阿品站
宮内分れ,ja,宮内分れ
宮内分れ,ja-Hrkt,みやうちわかれ
宮内分れ,en,Miyauchi-wakare
宮内分れ,ko,미야우치 와카레
宮内分れ,zh-cn,宫内分
宮内分れ,zh-tw,宮內分
一景苑,ja,一景苑
一景苑,ja-Hrkt,いっけいえん
一景苑,en,Ikkeien
一景苑,ko,잇케이엔
一景苑,zh-cn,一景苑
一景苑,zh-tw,一景苑
陽光台中央,ja,陽光台中央
陽光台中央,ja-Hrkt,ようこうだいちゅうおう
陽光台中央,en,Yokodai-chuo
陽光台中央,ko,요코다이 추오
陽光台中央,zh-cn,阳光台中央
陽光台中央,zh-tw,陽光臺中央
JA広島総合病院,ja,JA広島総合病院
JA広島総合病院,ja-Hrkt,じぇいえーひろしまそうごうびょういんまえ
広電廿日市駅,ja,広電廿日市駅
広電廿日市駅,ja-Hrkt,ひろでんはつかいちえき
広電廿日市駅,en,Hiroden-hatsukaichi Sta.
広電廿日市駅,ko,히로덴 하쓰카이치 역
広電廿日市駅,zh-cn,广电廿日市站
広電廿日市駅,zh-tw,廣電廿日市站
大東住宅前,ja,大東住宅前
大東住宅前,ja-Hrkt,おおひがしじゅうたくまえ
大東住宅前,en,Daito Jutaku-mae (Daito Housing)
大東住宅前,ko,다이토 주택
大東住宅前,zh-cn,大东住宅前
大東住宅前,zh-tw,大東住宅前
山陽女学園西,ja,山陽女学園西
山陽女学園西,ja-Hrkt,さんようじょがくえんにし
山陽女学園西,en,Sanyo Joshidai-nishi (Sanyo Women's Col. West)
山陽女学園西,ko,산요 여자대학
山陽女学園西,zh-cn,山阳女子大西
山陽女学園西,zh-tw,山陽女子大西
佐方保育園前,ja,佐方保育園前
佐方保育園前,ja-Hrkt,さがたほいくえんまえ
佐方保育園前,en,Sagata Hoikuen-mae (Sagata Nursery)
佐方保育園前,ko,사가타 보육원
佐方保育園前,zh-cn,佐方保育园前
佐方保育園前,zh-tw,佐方保育園前
佐方下,ja,佐方下
佐方下,ja-Hrkt,さがたしも
佐方下,en,Sagata-shita
佐方下,ko,사가타 시타
佐方下,zh-cn,佐方下
佐方下,zh-tw,佐方下
佐方中,ja,佐方中
佐方中,ja-Hrkt,さがたなか
佐方中,en,Sagata-naka
佐方中,ko,사가타 나카
佐方中,zh-cn,佐方中
佐方中,zh-tw,佐方中
佐方,ja,佐方
佐方,ja-Hrkt,さがた
佐方上,ja,佐方上
佐方上,ja-Hrkt,さがたかみ
佐方上,en,Sagata-ue
佐方上,ko,사가타 우에
佐方上,zh-cn,佐方上
佐方上,zh-tw,佐方上
月見台団地,ja,月見台団地
月見台団地,ja-Hrkt,つきみだいだんち
月見台団地,en,Tsukimidai Danchi (Tsukimidai Housing Complex)
月見台団地,ko,쓰키미다이 단지
月見台団地,zh-cn,月见台团地
月見台団地,zh-tw,月見臺團地
緑ヶ丘団地口,ja,緑ヶ丘団地口
緑ヶ丘団地口,ja-Hrkt,みどりがおかだんちぐち
緑ヶ丘団地口,en,Midorigaoka Danchi-guchi
緑ヶ丘団地口,ko,미도리가오카 단지
緑ヶ丘団地口,zh-cn,绿丘团地口
緑ヶ丘団地口,zh-tw,綠丘團地口
屋代,ja,屋代
屋代,ja-Hrkt,やしろ
屋代,en,Yashiro
屋代,ko,야시로
屋代,zh-cn,屋代
屋代,zh-tw,屋代
緑ヶ丘入口,ja,緑ヶ丘入口
緑ヶ丘入口,ja-Hrkt,みどりがおかいりぐち
緑ヶ丘入口,en,Midorigaoka-iriguchi
緑ヶ丘入口,ko,미도리가오카 이리구치
緑ヶ丘入口,zh-cn,绿丘入口
緑ヶ丘入口,zh-tw,綠丘入口
佐方四丁目東,ja,佐方四丁目東
佐方四丁目東,ja-Hrkt,さがたよんちょうめひがし
佐方四丁目東,en,Sagata-yonchome-higashi (Sagata 4 East)
佐方四丁目東,ko,사가타 4초메 히가시
