trans_id,lang,translation,category,station_sid,course_sid
県営あさひが丘住宅,ko,겐에이 아사히가오카 주타쿠,stop_name,f510374a-404b-442e-b586-e1a6a35fc6d1,
県営あさひが丘住宅,zh-cn,县营旭丘住宅,stop_name,f510374a-404b-442e-b586-e1a6a35fc6d1,
県営あさひが丘住宅,zh-tw,縣營旭丘住宅,stop_name,f510374a-404b-442e-b586-e1a6a35fc6d1,
戸山学校,ja,戸山学校,stop_name,ce60f36f-308d-43c4-b911-e8911ce6f72d,
戸山学校,ja-Hrkt,とやまがっこう,stop_name,ce60f36f-308d-43c4-b911-e8911ce6f72d,
戸山学校,en,Toyama Gakko (Toyama School),stop_name,ce60f36f-308d-43c4-b911-e8911ce6f72d,
戸山学校,ko,도야마 갓코,stop_name,ce60f36f-308d-43c4-b911-e8911ce6f72d,
戸山学校,zh-cn,户山学校,stop_name,ce60f36f-308d-43c4-b911-e8911ce6f72d,
戸山学校,zh-tw,戶山學校,stop_name,ce60f36f-308d-43c4-b911-e8911ce6f72d,
戸山車庫,ja,戸山車庫,stop_name,771284a8-4e44-495f-8272-43f5fe801772,
戸山車庫,ja-Hrkt,とやましゃこ,stop_name,771284a8-4e44-495f-8272-43f5fe801772,
戸山車庫,en,Toyama Shako (Toyama Depot),stop_name,771284a8-4e44-495f-8272-43f5fe801772,
戸山車庫,ko,도야마 차고,stop_name,771284a8-4e44-495f-8272-43f5fe801772,
戸山車庫,zh-cn,户山车库,stop_name,771284a8-4e44-495f-8272-43f5fe801772,
戸山車庫,zh-tw,戶山車庫,stop_name,771284a8-4e44-495f-8272-43f5fe801772,
戸山中村,ja,戸山中村,stop_name,03c16ba3-b229-40f2-82ac-f9cfd19496f2,
戸山中村,ja-Hrkt,とやまなかむら,stop_name,03c16ba3-b229-40f2-82ac-f9cfd19496f2,
戸山中村,en,Toyama Nakamura,stop_name,03c16ba3-b229-40f2-82ac-f9cfd19496f2,
戸山中村,ko,도야마 나카무라,stop_name,03c16ba3-b229-40f2-82ac-f9cfd19496f2,
戸山中村,zh-cn,户山中村,stop_name,03c16ba3-b229-40f2-82ac-f9cfd19496f2,
戸山中村,zh-tw,戶山中村,stop_name,03c16ba3-b229-40f2-82ac-f9cfd19496f2,
戸山農協支所前,ja,戸山農協支所前,stop_name,4152799d-729c-4ca9-9d44-5a0f8769678d,
戸山農協支所前,ja-Hrkt,とやまのうきょうししょまえ,stop_name,4152799d-729c-4ca9-9d44-5a0f8769678d,
戸山農協支所前,en,Toyama Nokyo Shisho-mae (Toyama Nokyo Branch),stop_name,4152799d-729c-4ca9-9d44-5a0f8769678d,
戸山農協支所前,ko,도야마 노쿄 지소,stop_name,4152799d-729c-4ca9-9d44-5a0f8769678d,
戸山農協支所前,zh-cn,户山农协支所前,stop_name,4152799d-729c-4ca9-9d44-5a0f8769678d,
