trans_id,lang,translation
安小学校,zh-tw,安小學
安小学校西,ja,安小学校西
安小学校西,ja-Hrkt,やすしょうがっこうにし
安小学校西,en,Yasu Shogakko-nishi (Yasu Elementary School West)
安小学校西,ko,야스 초등학교
安小学校西,zh-cn,安小学西
安小学校西,zh-tw,安小學西
安小峠,ja,安小峠
安小峠,ja-Hrkt,やすこだお
安小峠,en,Yasuko-dao
安小峠,ko,야스코다오
安小峠,zh-cn,安小峠
安小峠,zh-tw,安小峠
安中央,ja,安中央
安中央,ja-Hrkt,やすちゅうおう
安中央,en,Yasu-chuo
安中央,ko,야스 추오
安中央,zh-cn,安中央
安中央,zh-tw,安中央
安田女子大入口,ja,安田女子大入口
安田女子大入口,ja-Hrkt,やすだじょしだいいりぐち
安田女子大入口,en,Yasuda Joshidai-iriguchi (Yasuda Women's Univ.)
安田女子大入口,ko,야스다 여자대학
安田女子大入口,zh-cn,安田女子大学入口
安田女子大入口,zh-tw,安田女子大學入口
安東亜,ja,安東亜
安東亜,ja-Hrkt,やすとうあ
安東亜,en,Yasu Toa
安東亜,ko,야스토아
安東亜,zh-cn,安东亚
安東亜,zh-tw,安東亞
奥畑下,ja,奥畑下
奥畑下,ja-Hrkt,おくはたしも
奥畑下,en,Okuhata-shimo
奥畑下,ko,오쿠하타 시모
奥畑下,zh-cn,奥畑下
奥畑下,zh-tw,奧畑下
下小峠,ja,下小峠
下小峠,ja-Hrkt,しもこだお
下小峠,en,Shimoko-dao
下小峠,ko,시모코다오
下小峠,zh-cn,下小峠
下小峠,zh-tw,下小峠
下相田,ja,下相田
下相田,ja-Hrkt,しもあいだ
下相田,en,Shimo-aita
下相田,ko,시모아이타
下相田,zh-cn,下相田
下相田,zh-tw,下相田
光ヶ丘団地口,ja,光ヶ丘団地口
光ヶ丘団地口,ja-Hrkt,ひかりがおかだんちぐち
光ヶ丘団地口,en,Hikarigaoka Danchi-guchi
光ヶ丘団地口,ko,히카리가오카 단치 구치
光ヶ丘団地口,zh-cn,光丘团地口
光ヶ丘団地口,zh-tw,光丘團地口
高取,ja,高取
高取,ja-Hrkt,たかとり
高取,en,Takatori
高取,ko,다카토리
高取,zh-cn,高取
高取,zh-tw,高取
高取上,ja,高取上
高取上,ja-Hrkt,たかとりかみ
高取上,en,Takatori-kami
高取上,ko,다카토리 카미
高取上,zh-cn,高取上
高取上,zh-tw,高取上
三城田上,ja,三城田上
三城田上,ja-Hrkt,さんじょうだかみ
三城田上,en,Sanjoda-kami
三城田上,ko,산조다 카미
三城田上,zh-cn,三城田上
三城田上,zh-tw,三城田上
三城田中,ja,三城田中
三城田中,ja-Hrkt,さんじょうだなか
三城田中,en,Sanjoda-naka
三城田中,ko,산조다 나카
三城田中,zh-cn,三城田中
三城田中,zh-tw,三城田中
若葉台,ja,若葉台
若葉台,ja-Hrkt,わかばだい
若葉台,en,Wakabadai
若葉台,ko,와카바다이
若葉台,zh-cn,若叶台
若葉台,zh-tw,若葉臺
若葉台中央公園南,ja,若葉台中央公園南
若葉台中央公園南,ja-Hrkt,わかばだいちゅうおうこうえんみなみ
若葉台中央公園南,en,Wakabadai-chuo Koen-minami (Wakabadai-chuo Park South)
若葉台中央公園南,ko,와카바다이 추오 공원
若葉台中央公園南,zh-cn,若叶台中央公园南
若葉台中央公園南,zh-tw,若葉臺中央公園南
若葉台中央南,ja,若葉台中央南
若葉台中央南,ja-Hrkt,わかばだいちゅうおうこうえんみなみ
若葉台中央南,en,Wakabadai-chuo Koen-minami (Wakabadai-chuo Park South)
若葉台中央南,ko,와카바다이 추오 공원
若葉台中央南,zh-cn,若叶台中央公园南
若葉台中央南,zh-tw,若葉臺中央公園南
若葉台中央公園北,ja,若葉台中央公園北
若葉台中央公園北,ja-Hrkt,わかばだいちゅうおうこうえんきた
若葉台中央公園北,en,Wakabadai-chuo Koen-kita (Wakabadai-chuo Park North)
若葉台中央公園北,ko,와카바다이 추오 공원
若葉台中央公園北,zh-cn,若叶台中央公园北
若葉台中央公園北,zh-tw,若葉臺中央公園北
若葉台中央北,ja,若葉台中央北
